23,z3073hfy,5485df6efdf99b416d19fe90,0,36,36,welfare,Finished,2023-07-27 14:54:24.930085,1,,,0.0,1,true,true,1,1,1690469667.1641853,1690470353.8170109,doale3ve,,,,,0,1.0,0,welfare,3.0,,23,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469875.1436532,1690469921.7428546,1690469940.7527297,1690469957.6670394,1690469975.9287677,1690469990.2045624,,1,1,23,,0.0,,,,,,,,,,,,,,1,It would be a way to experience different scenarios in life without having any negative real life consequences after the simulation is done.,0,"The government doesn't tell him what the money is doing so he doesn't know, thus he doesn't get the benefit of feeling good that his money is doing something productive, he is just left with the negative feeling of his money being taken from him.",1,Even if the person doesn't know that they got an original they are inherently better off because their print is the original.,,,,,,,,,,,,,,everything was fine and understandable,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690469995.5621784,1,2
24,6hd16t4l,61267e282a445af9eb95beae,0,36,36,welfare,Finished,2023-07-27 14:54:48.720782,1,,,0.0,1,true,true,0,1,1690469688.7608793,1690470389.3740222,doale3ve,,,,,0,1.0,0,welfare,3.0,,24,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:6""}","{""history"":[],""cutoff"":""left:6""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469869.289857,1690469909.5062237,1690469927.7427676,1690469948.252499,1690469980.3747315,1690469992.8553746,,1,1,24,,0.0,,,,,,,,,,,,,,0,"I would not, because I simply enjoy my life as is. If I want to experience something, then I would go out and experience it.",0,"Because he hates taxes and the fact he is getting a tax he doesn't even know what's it for. If he learned about what the money is going to, he could give more money than the initial 100.",1,Yes because the original one isn't a forgery. ,,,,,,,,,,,,,,Everything about the study was easy to understand. ,10,10,9,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690469997.3744562,1,2
25,s3c2sjee,63279085ec65a992cc521187,0,36,36,welfare,Finished,2023-07-27 14:54:49.046842,1,,,0.0,1,,,1,2,1690469689.3003588,1690470369.761808,doale3ve,,,,,0,1.0,0,welfare,3.0,,25,,0.0,2,3,3,2,1,,,,,,,,,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469892.7879384,1690469942.0766487,,,,1690469981.2465508,,1,1,25,,0.0,,2,2,2,1,1,1,2,1,,,,,1,It would be cool to have an experience that's solely based on what I desire because that does not really happen in reality ,1,Since it was provided to help due to flooding and its something he would actually support even if he didn't know about it its still positive ,1,Original is always better and if they take it to an expert then they'd be able to tell that its original anyways ,,,,,,,,,,,,,,n/a,10,10,10,9,0,0,0,0,0,1,0,0,0,0,0,,1690469994.068348,1690470013.7972455,,,,1690470017.2156007,1,2
26,d9ax6v6m,5eeab8dbac2ca01de4018af0,0,36,36,welfare,Finished,2023-07-27 14:55:22.763641,1,,,0.0,1,,,0,1,1690469722.8189352,1690470205.5114853,doale3ve,,,,,0,1.0,0,welfare,3.0,,26,,0.0,1,3,1,2,1,,2,,1,,,,,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469826.443391,1690469871.1986327,1690469949.4824314,,,1690469956.237386,,1,1,26,,0.0,,,,,,,,,,,,,,1,"I've always wanted to know what it would feel like to live my dream life, even if I learned that the experience was not real in the future.",0,He is worse off because he has to pay more money without knowing where it's going.,0,"No because there is no longer really any difference in notable value, value that can be recorded and used for profit/selling",,,,,,,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690469958.5436738,1,2
27,z1dmjw9z,5f4534c6ab827a0c256e75c7,0,36,36,welfare,Finished,2023-07-27 14:55:52.369239,1,,,0.0,1,true,true,1,1,1690469752.4272246,1690470508.399072,doale3ve,,,,,0,1.0,0,welfare,3.0,,27,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[""left:8""],""cutoff"":""left:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469917.2460308,1690470019.379706,1690470063.6648366,1690470090.5679693,1690470145.3407085,1690470166.402024,,1,1,27,,0.0,,,,,,,,,,,,,,0,I would know going into the machine and coming back out. It would nullify a lot of the experience.,1,"Nobody likes paying taxes, however rarely do we know where the tax dollars  are going and what good they are doing. He is no worse of than anyone else.",1,I believe that at some point in time someone will be able to determine the original even if the technology doesn't exit now.,,,,,,,,,,,,,,I found it interesting.,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470170.2904563,1,2
28,gzkdss45,60478d729944c5000b231088,0,36,36,welfare,Finished,2023-07-27 14:55:56.282788,1,,,0.0,1,true,true,0,2,1690469756.363362,1690470781.9797237,doale3ve,,,,,0,1.0,0,welfare,3.0,,28,,0.0,2,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:0""}","{""history"":[],""cutoff"":""left:0""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690470003.290526,1690470318.4005568,1690470502.2608435,1690470512.0973442,1690470532.8633678,1690470543.6141071,,1,1,28,,0.0,,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[],""cutoff"":""left:8""}",2,1,1,"Well, why not? Dreams becoming a ""reality"" could be fun",1,"If he never knew, it doesn't really matter I guess.",1,Having the original is invaluable. But it's not like you know... Not sure on this one.,,,,,,,,,,,,,,Thank you!!,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,1690470553.7960217,1690470558.4290476,1690470562.6583579,1690470573.0398636,,1690470575.1774728,1,2
29,dnzqk8w3,6143c54419a0e89c28649418,0,36,36,welfare,Finished,2023-07-27 14:56:46.385149,1,,,0.0,1,true,true,1,1,1690469806.4534497,1690471131.984062,doale3ve,,,,,0,1.0,0,welfare,3.0,,29,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[""left:8"",""left:7"",""left:8"",""left:8""],""cutoff"":""right:8""}","{""history"":[""left:8"",""left:8"",""left:7"",""left:8""],""cutoff"":""right:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1690470074.6615353,1690470158.798721,1690470182.9368582,1690470217.7304451,1690470367.8086166,1690470423.9477599,,1,1,29,,0.0,,,,,,,,,,,,,,1,I would go in the machine because the wonderful experience is worth having despite finding out that it wasn’t real.,0,It would probably make him worse off because it’s taking extra money that he doesn’t know what it’s for.,1,Essentially they are better off having the real one because it could be worth more however if they are all identical and there’s no way to tell which ones real then the value is still lost.,,,,,,,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470431.7165678,1,2
30,h89mp6sq,570b7b5fb9b52b00102d96f9,0,36,36,welfare,Finished,2023-07-27 14:57:02.830115,1,,,0.0,1,true,true,0,1,1690469822.898437,1690470467.2367616,doale3ve,,,,,0,1.0,0,welfare,3.0,,30,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:4""}","{""history"":[],""cutoff"":""left:7""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469886.0728474,1690469905.4039924,1690469919.570342,1690469925.141865,1690469945.485254,1690469950.1498158,,1,1,30,,0.0,,,,,,,,,,,,,,1,"I think it'd be fun to experience new things, especially if I thought they were real.  I think it'd be a great way to try new things.",0,"If he doesn't know about the flood or the relief effort, he thinks his taxes have just been raised for no reason.  It would make him unhappy which would make his life worse overall.",0,They have no idea it's the real one and no one else would know either so they've received no real benefit.,,,,,,,,,,,,,,I felt very comfortable with the instructions and it was very easy to understand what to do.  Also the pay is good and I'm happy with the study overall.  Thank you!,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690469952.435536,1,2
31,8akyejdb,638df16a9ac9d4b756ea24e3,0,36,36,welfare,Finished,2023-07-27 14:57:21.597762,1,,,0.0,1,true,false,1,1,1690469842.7245855,1690471406.920642,doale3ve,,,,,0,1.0,0,welfare,3.0,,31,,0.0,1,2,1,2,1,1,1,2,1,NA,"{""history"":[""right:5"",""left:1"",""left:0"",""left:1"",""left:0"",""right:0"",""left:0"",""left:1"",""left:2"",""left:3"",""left:4"",""left:5"",""left:6"",""left:8"",""right:4"",""right:2"",""right:0"",""left:0"",""left:1"",""left:2"",""left:4"",""left:5""],""cutoff"":""left:8""}",,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690470247.0960803,1690470404.4665303,1690470496.0882068,1690470543.7081625,1690470665.315007,1690470750.0659316,,1,1,31,,0.0,,,,,,,,,,,,,,1,I would go in because the pictures and experience I will have when in the machine will help me to create the imagination of what i really want to be and experience in reality,0,"Because if he had an information of the flood, out of sympathy and compassion might he even give more than $100 as compared to him not liking to pay taxes",0,"Because out of the original was made the other copies which are actually the same in shape and everything, and because of the copies that were made out of the original, more time will be saved",,,,,,,,,,,,,,I felt very comfortable,10,10,10,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470758.7573566,1,2
32,cv1pbvpi,5d32deeb9ce6590001010618,0,36,36,welfare,Finished,2023-07-27 14:57:28.071110,1,,,0.0,1,,,0,1,1690469848.1697774,1690470370.470873,doale3ve,,,,,0,1.0,0,welfare,3.0,,32,,0.0,1,2,1,2,1,1,2,2,1,,,,,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690470031.3020256,1690470078.928531,1690470094.1734052,,,1690470103.1296546,,1,1,32,,0.0,,,,,,,,,,,,,,1,I mean isn't life all about happiness? If we cannot distinguish reality when we are in it then I would want to experience it.,1,The money he would of donated to the relief effort would never of happened if he never knew about the situation anyway.,0,The original will be indistinguishable from the others and also there are 999 other copies.,,,,,,,,,,,,,,,8,9,8,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470106.9550648,1,2
33,3oxh6gjd,610019cae69b9ad34c95e3b3,0,36,36,welfare,Finished,2023-07-27 14:57:41.062149,1,,,0.0,1,true,true,1,1,1690469861.1067727,1690470334.6609411,doale3ve,,,,,0,1.0,0,welfare,3.0,,33,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""right:7""}","{""history"":[],""cutoff"":""right:7""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690469946.8819435,1690470014.0083344,1690470028.9061327,1690470051.7937658,1690470074.8004713,1690470088.1103904,,1,1,33,,0.0,,,,,,,,,,,,,,1,"I think it would be a great way to experience things you may not have the chance or resources to see, like space or the pyramids. It could also be used for educational purposes and I think it would be fun if it were affordable.",0,"It makes him worse off because he doesn't know about it, therefore he doesn't want to contribute. ",1,"Although they can't confirm that it's the original, they are the person with the only valued painting from the 1000. ",,,,,,,,,,,,,,,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470090.6946194,1,2
34,uhsz573h,61036bbd791964fafe65236a,0,36,36,welfare,Finished,2023-07-27 14:59:22.151346,1,,,0.0,1,true,true,0,1,1690469962.2234168,1690470795.5782812,doale3ve,,,,,0,1.0,0,welfare,3.0,,34,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1690470377.629564,1690470414.600161,1690470428.8321579,1690470442.636856,1690470467.3556836,1690470473.2660446,,1,1,34,,0.0,,,,,,,,,,,,,,0,"When I would leave the machine, I would be disappointed in my real life and would likely become addicted to the VR machine",0,He was never told the true reasoning behind it,0,It is impossible to verify the original from the fakes,,,,,,,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470475.090912,1,2
35,hxl4xk9b,5f88877885e51d02acd71b12,0,36,36,welfare,Finished,2023-07-27 14:59:59.110765,1,,,0.0,1,true,true,1,1,1690470002.4354055,1690471160.5995874,doale3ve,,,,,0,1.0,0,welfare,3.0,,35,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[""right:8"",""right:7"",""right:6""],""cutoff"":""right:5""}","{""history"":[""left:0"",""left:2"",""left:8""],""cutoff"":""right:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,1,1,0,1690470578.6286101,1690470619.3691292,1690470643.5479312,1690470647.9212,1690470699.9976356,1690470709.291313,,1,1,35,,0.0,,,,,,,,,,,,,,0,I enjoy the spontaneity that life offers.,1,The tax would help the homeless families thereby making John feel happier. ,1,The person got the original instead of the copies.,,,,,,,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690470713.3244367,1,2
36,fs8wed7y,5de5538f8fde1c4dbc951498,0,36,36,welfare,Finished,2023-07-27 15:47:03.396459,1,,,0.0,1,true,true,0,1,1690472823.5274649,1690473507.610354,doale3ve,,,,,0,1.0,0,welfare,3.0,,36,,0.0,1,1,1,2,1,1,1,2,1,"{""history"":[],""cutoff"":""left:8""}","{""history"":[],""cutoff"":""left:8""}",2,1,,,,,,,1,1,2,2,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1690473064.7289002,1690473101.5116367,1690473120.0711977,1690473135.451735,1690473174.8891807,1690473188.1443279,,1,1,36,,0.0,,,,,,,,,,,,,,0,I have no interest in a 'fake' experience. I prefer to live in reality and make it as immersive as I am able.,0,Because John is not being told how his money is being spent. This can cause frustration with the system and his belief in it.,1,"This person, in time, might learn of this farce. Therefore, this person would come out ahead.",,,,,,,,,,,,,,All seemed to go well. I gave answers true to my beliefs.,9,10,9,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1690473191.1478648,1,2
37,umz8v6xw,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,37,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,37,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
38,3xu4a1gh,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,38,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,38,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
39,0wgwf4gq,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,39,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,39,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
40,tnnt4zk7,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,40,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,40,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
41,iiuw3s5g,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,41,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,41,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
42,3ce82chw,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
43,fbagt1nj,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,43,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,43,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
44,n5d8cv3a,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,44,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,44,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
45,jny1k5zk,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,45,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,45,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
46,iksl262t,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,46,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,46,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
47,wwfeg09f,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,47,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,47,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
48,j1v6xysz,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,48,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,48,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
49,093pkwv3,,0,0,36,,,,0,,,0.0,,,,1,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,49,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,49,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
50,n0jyywgf,,0,0,36,,,,0,,,0.0,,,,0,,,,doale3ve,,,,,0,1.0,0,welfare,3.0,,50,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,50,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,2
