StartDate,EndDate,Status,Status_Label,Progress,Duration (in seconds),Finished,Finished_Label,RecordedDate,RecipientEmail,UserLanguage,Q5,Q5_Label,SocBackupMeta_Browser,SocBackupMeta_Version,SocBackupMeta_Operating System,SocBackupMeta_Resolution,SSPP_Confidence,SSPP_Confidence_Label,SSPP_ConRes_Top,SSPP_ConRes_Top_Label,SSPP_ConRes_Set,SSPP_ConRes_Set_Label,SSPP_Feedback,SocMeta_Browser,SocMeta_Version,SocMeta_Operating System,SocMeta_Resolution,SocRes,SocRes_Label,SocMeta_Browser.1,SocMeta_Version.1,SocMeta_Operating System.1,SocMeta_Resolution.1,SocResWhi,SocResWhi_Label,SocResDis,SocResDis_Label,SocNoResEdu,SocNoResEdu_Label,SocResNoSec,SocResNoSec_Label,SocDisOther,SocResEcoFie,SocResEcoFie_Label,SocResPsyFie,SocResPsyFie_Label,SocResPolFie,SocResPolFie_Label,SocResSociFie,SocResSociFie_Label,SocResThiOpeEdu,SocResThiOpeEdu_Label,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,sspp_associated,UserAgent,DeviceIdentifier,track_source
2023-08-28 19:09:10,2023-08-28 19:17:33,0,IP Address,100,503,1,True,2023-08-28 19:17:35,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1470x956,2,Slightly confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1470x956,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"2,8","Behavioral Economics,Experimental Economics",,,,,,,,,30,10,40,20,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-08-29 08:23:21,2023-08-29 08:32:45,0,IP Address,100,563,1,True,2023-08-29 08:32:46,,EN,1,I agree,Chrome,116.0.0.0,CrOS x86_64 14541.0.0,1300x730,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,CrOS x86_64 14541.0.0,1300x730,1,Yes,,,,,1,PhD Student,"2,4","Psychology,Sociology",-1,,,,,,,,,,,5,Crime And Delinquency,,,1,3,1,95,0,true,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-08-29 09:15:05,2023-08-29 09:18:35,0,IP Address,100,209,1,True,2023-08-29 09:18:36,,EN,1,I agree,Chrome,115.0.0.0,Windows NT 10.0,1280x720,2,Slightly confident,2,No,2,No,,Chrome,115.0.0.0,Windows NT 10.0,1280x720,1,Yes,,,,,1,PhD Student,"1,3","Economics,Political Science",-1,,,,,"11,12","Health Economics,Industrial Organization",,,"12,14","Public Administration,Public Policy",,,,,40,30,20,5,5,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",,
2023-08-30 13:33:31,2023-08-30 13:46:21,0,IP Address,100,769,1,True,2023-08-30 13:46:22,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1280x720,4,Very confident,2,No,2,No,,Chrome,116.0.0.0,Windows NT 10.0,1280x720,1,Yes,,,,,2,Post-doc,1,Economics,-1,,,,,"2,3,11","Behavioral Economics,Development Economics,Health Economics",,,,,,,,,0,0,0,50,50,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-08-30 16:37:44,2023-08-31 21:02:17,0,IP Address,100,102272,1,True,2023-08-31 21:02:18,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1536x864,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Windows NT 10.0,1536x864,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"1,8,10,12,16,17","Applied Econometrics,Experimental Economics,Game Theory,Industrial Organization,Market Design,Microeconomic Theory",,,,,,,,,3,10,80,4,3,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-08-31 23:29:21,2023-09-01 02:51:06,0,IP Address,100,12105,1,True,2023-09-01 02:51:07,,EN,1,I agree,Chrome,116.0.0.0,Android 10,360x800,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Android 10,360x800,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"3,7","Development Economics,Environment, Resource And Energy Economics",,,,,,,,,40,25,25,10,0,true,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",,
2023-09-01 10:21:13,2023-09-01 10:27:43,0,IP Address,100,389,1,True,2023-09-01 10:27:44,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1470x956,2,Slightly confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1470x956,1,Yes,,,,,,,"1,-1","Economics,Innovation policy",-1,,,,,20,Public Economics,,,,,,,,,2,10,66,20,2,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-02 15:38:35,2023-09-02 15:58:06,0,IP Address,100,1170,1,True,2023-09-02 15:58:07,,EN,1,I agree,Firefox,115.0,Windows NT 10.0,1280x720,2,Slightly confident,2,No,2,No,,Firefox,115.0,Windows NT 10.0,1280x720,1,Yes,,,,,1,PhD Student,1,Economics,352,Master's degree,,,,"14,19,20","Labor Economics,Political Economics,Public Economics",,,,,,,,,5,25,40,25,5,true,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,
2023-08-22 19:38:17,2023-09-03 02:11:34,0,IP Address,100,973996,1,True,2023-09-03 02:11:35,,EN,1,I agree,Chrome,92.0.4515.131,Android 6.0.1,320x570,4,Very confident,1,Yes,2,No,,Chrome,92.0.4515.131,Android 6.0.1,320x570,1,Yes,,,,,4,Researcher,"1,4","Economics,Sociology",351,Bachelor's degree,,,,"1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,19,20","Applied Econometrics,Behavioral Economics,Development Economics,Econometrics,Economic History,Economics Of Education,Environment, Resource And Energy Economics,Experimental Economics,Health Economics,Industrial Organization,International Trade,Labor Economics,Macroeconomics,Market Design,Microeconomic Theory,Political Economics,Public Economics",,,,,"1,2,3,4,5,6,7,8,10,11,13","Applied Sociology,Collective Behavior,Comparative Sociology,Computational Social Science,Crime And Delinquency,Cultural Sociology,Demography,Deviant Behavior,Human Ecology,Industrial Sociology,Urban Sociology",,,10,10,10,10,60,true,"Mozilla/5.0 (Linux; Android 6.0.1; 4060S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",,
2023-09-03 05:04:34,2023-09-03 05:13:52,0,IP Address,100,557,1,True,2023-09-03 05:13:52,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1728x1117,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1728x1117,1,Yes,,,,,,,1,Economics,-1,,,,,"3,5,8","Development Economics,Economic History,Experimental Economics",,,,,,,,,3,7,20,30,40,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-03 09:16:19,2023-09-03 09:19:24,0,IP Address,100,184,1,True,2023-09-03 09:19:25,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,Not at all confident,2,No,2,No,,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,Yes,,,,,6,Masters Student,"1,2,4","Economics,Psychology,Sociology",-1,,,,,"1,4,9,10","Applied Econometrics,Econometrics,Financial Economics,Game Theory",,,,,9,Empirical Research Methodology,,,20,20,20,20,20,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-06 15:28:34,2023-09-06 16:12:43,0,IP Address,100,2648,1,True,2023-09-06 16:12:43,,EN,1,I agree,Chrome,111.0.0.0,Macintosh,1440x900,2,Slightly confident,2,No,2,No,,Chrome,111.0.0.0,Macintosh,1440x900,1,Yes,Chrome,111.0.0.0,Macintosh,1440x900,4,"Researcher in a thinktank, government agency, or other organization",1,Economics,,,,,,12,Industrial Organization,,,,,,,4,Master's degree,4,25,40,27,4,false,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,
2023-09-07 21:16:44,2023-09-07 21:21:55,0,IP Address,100,311,1,True,2023-09-07 21:21:56,,EN,1,I agree,Firefox,117.0,Windows NT 10.0,1280x720,2,Slightly confident,2,No,2,No,,Firefox,117.0,Windows NT 10.0,1280x720,2,No,,,,,,,,,351,Bachelor's degree,,,,,,,,,,,,,,30,30,40,0,0,true,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/117.0,,
2023-09-09 05:28:56,2023-09-09 05:39:10,0,IP Address,100,613,1,True,2023-09-09 05:39:11,,EN,1,I agree,Chrome,115.0.0.0,Macintosh,1920x1080,5,Extremely confident,2,No,2,No,,Chrome,115.0.0.0,Macintosh,1920x1080,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"3,19","Development Economics,Political Economics",,,,,,,,,100,0,0,0,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",,
2023-09-12 07:29:28,2023-09-12 07:35:29,0,IP Address,100,361,1,True,2023-09-12 07:35:30,,EN,1,I agree,Chrome,94.0.4606.85,Android 11,360x820,3,Somewhat confident,2,No,2,No,,Chrome,94.0.4606.85,Android 11,360x820,1,Yes,,,,,2,Post-doc,3,Political Science,-1,,,,,,,,,"2,3,5,9","Comparative Politics,European Politics,International Relations,Political Economy",,,,,25,10,35,10,20,true,"Mozilla/5.0 (Linux; U; Android 11; en-us; Infinix X688B Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36 PHX/13.2",,
2023-09-18 17:32:21,2023-09-18 17:40:03,0,IP Address,100,462,1,True,2023-09-18 17:40:05,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1440x900,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1440x900,1,Yes,,,,,4,Researcher,1,Economics,351,Bachelor's degree,,,,"2,3,7,8","Behavioral Economics,Development Economics,Environment, Resource And Energy Economics,Experimental Economics",,,,,,,,,4,10,30,55,1,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 17:40:11,2023-09-18 17:44:38,0,IP Address,100,267,1,True,2023-09-18 17:44:40,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1512x982,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1512x982,1,Yes,,,,,3,Assistant Professor,1,Economics,-1,,,,,"9,12","Financial Economics,Industrial Organization",,,,,,,,,0,25,35,40,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 17:35:37,2023-09-18 17:48:05,0,IP Address,100,748,1,True,2023-09-18 17:48:07,,EN,1,I agree,Safari,16.6,Macintosh,1440x900,3,Somewhat confident,2,No,2,No,,Safari,16.6,Macintosh,1440x900,2,No,,,,,,,,,352,Master's degree,,,,,,,,,,,,,,16,22,27,25,10,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",,
2023-09-18 17:43:17,2023-09-18 17:51:59,0,IP Address,100,521,1,True,2023-09-18 17:52:01,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1536x960,3,Somewhat confident,2,No,2,No,The instructions were confusing (both to the participants in the experiment and for the forecasting exercise). ,Chrome,116.0.0.0,Windows NT 10.0,1536x960,1,Yes,,,,,3,Assistant Professor,1,Economics,-1,,,,,,,,,14,Public Policy,5,Crime And Delinquency,,,5,10,25,60,0,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 17:49:30,2023-09-18 17:52:21,0,IP Address,100,171,1,True,2023-09-18 17:52:23,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1111x625,2,Slightly confident,1,Yes,1,Yes,,Chrome,116.0.0.0,Windows NT 10.0,1111x625,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,3,Development Economics,,,,,,,,,23,20,15,24,18,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 17:28:28,2023-09-18 17:31:56,0,IP Address,100,207,1,True,2023-09-18 17:56:59,,EN,1,I agree,Edge,116.0.1938.81,Windows NT 10.0,1920x1080,2,Slightly confident,1,Yes,2,No,,Edge,116.0.1938.81,Windows NT 10.0,1920x1080,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"2,8,17","Behavioral Economics,Experimental Economics,Microeconomic Theory",,,,,,,,,20,10,30,30,10,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.81",,
2023-09-18 17:52:39,2023-09-18 17:57:04,0,IP Address,100,265,1,True,2023-09-18 17:57:06,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,2560x1440,3,Somewhat confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,2560x1440,1,Yes,,,,,-1,Faculty,1,Economics,-1,,,,,"3,6,14","Development Economics,Economics Of Education,Labor Economics",,,,,,,,,30,10,48,10,2,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 17:39:57,2023-09-18 17:57:25,0,IP Address,100,1048,1,True,2023-09-18 17:57:27,,EN,1,I agree,Chrome,117.0.0.0,Windows NT 10.0,1368x912,3,Somewhat confident,2,No,2,No,,Chrome,117.0.0.0,Windows NT 10.0,1368x912,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"1,2,3,8,11","Applied Econometrics,Behavioral Economics,Development Economics,Experimental Economics,Health Economics",,,,,,,,,5,25,35,25,10,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",,
2023-09-18 18:16:44,2023-09-18 18:20:17,0,IP Address,100,213,1,True,2023-09-18 18:20:19,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1440x900,2,Slightly confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1440x900,1,Yes,,,,,3,Assistant Professor,1,Economics,-1,,,,,"1,9,15","Applied Econometrics,Financial Economics,Macroeconomics",,,,,,,,,5,25,40,25,5,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-18 18:58:52,2023-09-18 19:08:03,0,IP Address,100,551,1,True,2023-09-18 19:08:05,,EN,1,I agree,Chrome,117.0.0.0,Macintosh,1512x982,2,Slightly confident,2,No,2,No,"Interesting question! I think there is a more general moral point here related to ""character is what one does if nobody is watching""",Chrome,117.0.0.0,Macintosh,1512x982,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"14,20","Labor Economics,Public Economics",,,,,,,,,5,20,50,20,5,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",,
2023-09-18 18:19:25,2023-09-18 19:34:03,0,IP Address,100,4477,1,True,2023-09-18 19:34:05,,EN,1,I agree,Firefox,117.0,Macintosh,1920x1080,2,Slightly confident,2,No,2,No,I can't quite tell from the explanation whether or not a rational Alex would have the information to guess that he got the fake book by observing that he got a huge bonus.,Firefox,117.0,Macintosh,1920x1080,1,Yes,,,,,3,Assistant Professor,1,Economics,-1,,,,,"4,6,14","Econometrics,Economics Of Education,Labor Economics",,,,,,,,,10,25,30,30,5,true,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/117.0,,
2023-09-18 20:04:41,2023-09-18 20:08:56,0,IP Address,100,254,1,True,2023-09-18 20:08:57,,EN,1,I agree,Chrome,117.0.0.0,Macintosh,1440x900,4,Very confident,2,No,2,No,,Chrome,117.0.0.0,Macintosh,1440x900,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"14,19,20","Labor Economics,Political Economics,Public Economics",,,,,,,,,0,10,70,20,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",,
2023-09-18 21:34:59,2023-09-18 21:40:54,0,IP Address,100,354,1,True,2023-09-18 21:40:57,,EN,1,I agree,Firefox,117.0,Windows NT 10.0,1696x954,2,Slightly confident,2,No,2,No,,Firefox,117.0,Windows NT 10.0,1696x954,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"9,14,19","Financial Economics,Labor Economics,Political Economics",,,,,,,,,5,15,50,25,5,true,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/117.0,,
2023-09-18 18:17:05,2023-09-19 05:43:42,0,IP Address,100,41196,1,True,2023-09-19 05:43:43,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1280x800,2,Slightly confident,2,No,1,Yes,"Really interesting, looking forward to learning more as your research progresses!",Chrome,116.0.0.0,Windows NT 10.0,1280x800,1,Yes,,,,,-1,Faculty,1,Economics,-1,,,,,"1,3","Applied Econometrics,Development Economics",,,,,,,,,10,60,10,20,0,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-19 06:41:14,2023-09-19 06:49:32,0,IP Address,100,497,1,True,2023-09-19 06:49:33,,EN,1,I agree,Edge,117.0.2045.31,Windows NT 10.0,1536x864,4,Very confident,1,Yes,2,No,most times people do not care about people who are not willing to change when given the opportunity.,Edge,117.0.2045.31,Windows NT 10.0,1536x864,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"1,2,3,7","Applied Econometrics,Behavioral Economics,Development Economics,Environment, Resource And Energy Economics",,,,,,,,,35,10,23,13,19,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.31",,
2023-09-20 01:54:54,2023-09-20 02:01:19,0,IP Address,100,384,1,True,2023-09-20 02:01:20,,EN,1,I agree,Safari,16.6,Macintosh,810x1080,3,Somewhat confident,2,No,2,No,,Safari,16.6,Macintosh,810x1080,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"1,14","Applied Econometrics,Labor Economics",,,,,,,,,5,10,50,30,5,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",,
2023-09-20 19:20:59,2023-09-20 21:29:08,0,IP Address,100,7689,1,True,2023-09-20 21:29:09,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1536x864,2,Slightly confident,2,No,2,No,,Chrome,116.0.0.0,Windows NT 10.0,1536x864,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,2,Behavioral Economics,,,,,,,,,5,60,10,20,5,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-21 16:51:23,2023-09-21 17:06:52,0,IP Address,100,928,1,True,2023-09-21 17:06:53,,EN,1,I agree,Safari,16.1,Macintosh,1470x956,1,Not at all confident,2,No,2,No,,Safari,16.1,Macintosh,1470x956,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"13,20","International Trade,Public Economics",,,,,,,,,0,10,50,40,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",,
2023-09-21 17:55:21,2023-09-21 18:00:57,0,IP Address,100,336,1,True,2023-09-21 18:01:03,,EN,1,I agree,Safari,17.0,Macintosh,1728x1117,2,Slightly confident,2,No,2,No,,Safari,17.0,Macintosh,1728x1117,1,Yes,,,,,2,Post-doc,1,Economics,-1,,,,,3,Development Economics,,,,,,,,,0,15,80,5,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",,
2023-09-18 20:27:12,2023-09-21 23:37:49,0,IP Address,100,270636,1,True,2023-09-21 23:37:50,,EN,1,I agree,Chrome,115.0.0.0,Windows NT 10.0,1536x864,1,Not at all confident,2,No,2,No,,Chrome,115.0.0.0,Windows NT 10.0,1536x864,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"2,14,19,20","Behavioral Economics,Labor Economics,Political Economics,Public Economics",,,,,,,,,20,20,2,30,28,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",,
2023-09-22 09:43:34,2023-09-22 09:51:41,0,IP Address,100,487,1,True,2023-09-22 09:51:42,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1728x1117,1,Not at all confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1728x1117,1,Yes,,,,,2,Post-doc,"1,2","Economics,Psychology",-1,,,,,"2,20","Behavioral Economics,Public Economics","1,2,5,8,10","Behavioral Insights,Behavioural Science,Experimental Psychology,Other Psychology,Social Psychology",,,,,,,35,7,45,7,6,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-22 15:25:41,2023-09-22 15:37:49,0,IP Address,100,727,1,True,2023-09-22 15:37:50,,EN,1,I agree,Safari,16.6,Macintosh,1440x900,2,Slightly confident,2,No,2,No,,Safari,16.6,Macintosh,1440x900,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"1,4,10,15","Applied Econometrics,Econometrics,Game Theory,Macroeconomics",,,,,,,,,3,2,91,2,2,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",,
2023-09-23 16:04:06,2023-09-23 16:12:33,0,IP Address,100,507,1,True,2023-09-23 16:12:34,,EN,1,I agree,Chrome,115.0.0.0,Windows NT 10.0,2560x1440,2,Slightly confident,2,No,2,No,,Chrome,115.0.0.0,Windows NT 10.0,2560x1440,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"3,7,13","Development Economics,Environment, Resource And Energy Economics,International Trade",,,,,,,,,20,45,8,25,2,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",,
2023-09-24 03:21:25,2023-09-24 03:26:43,0,IP Address,100,317,1,True,2023-09-24 03:26:44,,EN,1,I agree,Safari iPhone,16.6,iPhone,390x844,4,Very confident,2,No,2,No,,Safari iPhone,16.6,iPhone,390x844,1,Yes,,,,,1,PhD Student,1,Economics,-1,,,,,"3,14","Development Economics,Labor Economics",,,,,,,,,0,20,30,50,0,true,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,
2023-09-25 15:44:52,2023-09-25 18:52:15,0,IP Address,100,11243,1,True,2023-09-25 18:52:17,,EN,1,I agree,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,2,Slightly confident,2,No,2,No,"This is presented in an extremely unclear way. I'm not confident I've understood what you're asking, let alone confident in my predictions. 'Willingness to pay' when it isn't the respondent's own money/incentive seems wrong to me, and gives me even less confidence that there is consistency across your intentions, the study design, your explanation of the study design, and what you're asking me to do.",Chrome,116.0.0.0,Windows NT 10.0,1920x1080,2,No,,,,,,,,,354,Doctorate or higher,,,,,,,,,,,,,,5,20,50,20,5,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-09-25 22:01:47,2023-09-25 22:05:42,0,IP Address,100,235,1,True,2023-09-25 22:05:43,,EN,1,I agree,Chrome,116.0.0.0,Macintosh,1792x1002,1,Not at all confident,2,No,2,No,,Chrome,116.0.0.0,Macintosh,1792x1002,1,Yes,,,,,2,Post-doc,1,Economics,354,Doctorate or higher,,,,"1,14,20","Applied Econometrics,Labor Economics,Public Economics",,,,,,,,,45,40,10,5,0,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",,
2023-10-01 05:05:10,2023-10-01 05:16:29,0,IP Address,100,679,1,True,2023-10-01 05:16:30,,EN,1,I agree,Safari iPhone,16.6,iPhone,375x812,2,Slightly confident,2,No,2,No,,Safari iPhone,16.6,iPhone,375x812,1,Yes,,,,,4,Researcher,"1,2","Economics,Psychology",352,Master's degree,,,,2,Behavioral Economics,10,Social Psychology,,,,,,,5,20,50,20,5,true,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",,
